"","Product.type","MalagasyName","EnglishName","LocalName","ScientificName","FinalName"
"1","FAY","Fay","Ray","","","Fay"
"2","VORAMASAKA","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"3","OLOVO","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"4","VORAMASAKA","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"5","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"6","ANGISY","Angisy","Squid","","","Angisy"
"7","",NA,NA,NA,NA,NA
"8","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"9","HORITA","Horita","Octopus","","","Horita"
"10","HORITA","Horita","Octopus","","","Horita"
"11","HORITA","Horita","Octopus","","","Horita"
"12","GOGO","Fia gogo","Madagascar sea catfish/ Arius madagascariensis","","","Fia gogo"
"13","HORITA","Horita","Octopus","","","Horita"
"14","ANGISY","Angisy","Squid","","","Angisy"
"15","HORITA","Horita","Octopus","","","Horita"
"16","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"17","FAIGITARA","Faigitara","Ray","","","Faigitara"
"18","HORITA","Horita","Octopus","","","Horita"
"19","FIAMBONJO","","","FIAMBONDRO,FIAMBONDRO BEMASO,FIAMBONDRO MENA,FIAMBONDRO SARIJOHO,FIAMBONDRO SARILAFO,FIAMBONDRO SARILOVO,MBONDRO","PEMPHERIS VANICOLENSIS, PTEROIS VOLITANS, EPINEPHELUS FUSCOGUTTATUS, AETHALOPERCA ROGAA, PTERAGOGUS FLAGELLIFERA, OXYCHEILINUS BIMACULATUS, CHEILINUS TRILOBATUS, CHEILINUS OXYCEPHALUS, SCOLOPSIS GHANAM, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, AMPHIPRION AKALLOPISOS, PSEUDOCHEILINUS EVANIDUS, OXYCHEILINUS DIGRAMMA, CHEILINUS UNDULATUS, CHEILINUS FASCIATUS, BODIANUS ANTHIOIDES, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, NOTOLABRUS PARILUS, HOLOGYMNOSUS ANNULATUS, PLECTORHINCHUS ALBOVITTATUS, LUTJANUS ARGENTIMACULATUS, LUTJANUS FULVUS, LUTJANUS MONOSTIGMA, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, OXYCHEILINUS DIGRAMMUS, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, NOTOLABRU SPARLUS, PLECTORHINCHUS ALBOVITATUS, GNATHODENTEX AUROLINEATUS, PSEUDOCHEILNUS EVANUDUS, LUTJANUS SEBAE, LUTJANU ARGENTIMACULATUS, LUTJANUS MONASTIGMA, EPIBILUS UNSUDIATOR, PEMPHERIS VANICILENSIS, LABRICHTHYS UNILINEATUS","FIAMBONDRO,FIAMBONDRO BEMASO,FIAMBONDRO MENA,FIAMBONDRO SARIJOHO,FIAMBONDRO SARILAFO,FIAMBONDRO SARILOVO,MBONDRO"
"20","OLOVO","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"21","HORITA","Horita","Octopus","","","Horita"
"22","HORITA","Horita","Octopus","","","Horita"
"23","HORITA","Horita","Octopus","","","Horita"
"24","HORITA","Horita","Octopus","","","Horita"
"25","AMBATSOY","","","AMBATSOY,AMBATSOY VAHO,,AMBATSOY VANDA","PLECTROPOMUS PUNCTATUS, MULLOIDICHTHYS FLAVOLINEATUS, RHABDOSARGUS SARBA, ANYPERODON LEUCOGRAMMICUS, MULLOIDICHTHYS VANICAULEUSIS","AMBATSOY,AMBATSOY VAHO,,AMBATSOY VANDA"
"26","MANJIANDOVOKE","Mandriandovoke","Fish","","","Mandriandovoke"
"27","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"28","VARILAVA","Varilava","Fish, small, like shrimp","","","Varilava"
"29","VARILAVA","Varilava","Fish, small, like shrimp","","","Varilava"
"30","HORITA","Horita","Octopus","","","Horita"
"31","HORITA","Horita","Octopus","","","Horita"
"32","HORITA","Horita","Octopus","","","Horita"
"33","HORITA","Horita","Octopus","","","Horita"
"34","ANGISY","Angisy","Squid","","","Angisy"
"35","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"36","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"37","LOVOKABO","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"38","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"39","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"40","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"41","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"42","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"43","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"44","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"45","HORITA","Horita","Octopus","","","Horita"
"46","HORITA","Horita","Octopus","","","Horita"
"47","HORITA","Horita","Octopus","","","Horita"
"48","HORITA","Horita","Octopus","","","Horita"
"49","HORITA","Horita","Octopus","","","Horita"
"50","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"51","VALALAFIA","Valalataitse","","","","Valalataitse"
"52","VALALAFIA","Valalataitse","","","","Valalataitse"
"53","VALALAFIA","Valalataitse","","","","Valalataitse"
"54","VALALAFIA","Valalataitse","","","","Valalataitse"
"55","ZANGA BABAKE","Zanga","Sea Cucumber","","","Zanga"
"56","HORITA","Horita","Octopus","","","Horita"
"57","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"58","KIFALATSE","Kifalaoke","","KIFALAOTSE","KYPHOSUS VAIGIENSIS, KYPHOSUS CINERASCENS, DIAGRAMMA PICTUM, PLECTORHINCHUS GIBBOSUS","KIFALAOTSE"
"59","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"60","ANGISY","Angisy","Squid","","","Angisy"
"61","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"62","VARILAVA","Varilava","Fish, small, like shrimp","","","Varilava"
"63","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"64","LOVOKABO","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"65","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"66","ANGISY","Angisy","Squid","","","Angisy"
"67","TSOIDEFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"68","TSIODAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"69","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"70","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"71","HORITA","Horita","Octopus","","","Horita"
"72","MAHALOGY","Malongy","Fish","MAHALOGY","SELAR CRUMENOPHTHALMUS, RASTRELLIGER KANAGURTA","MAHALOGY"
"73","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"74","VOTSO","Fia Votosandra?","No idea but these seem to go together","VOTSANDRA,VOTSANJA,VOTSANDRA SAMPA","PSEUDOBALISTES FUSCUS, BALISTOIDES VIRIDESCENS, ABALISTES STELLATUS, BALISTAPUS UNDULATUS, ODONUS NIGER, BALISTOIDES VIRIDESENS, PSEUDOBALISTES FURCUS, ODUNUS NIGER, SUFFLAMEN BURSA","VOTSANDRA,VOTSANJA,VOTSANDRA SAMPA"
"75","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"76","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"77","HORITA","Horita","Octopus","","","Horita"
"78","HORITA","Horita","Octopus","","","Horita"
"79","LOVOKABO","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"80","FELA","Jakake","Crab","","","Jakake"
"81","ANGISY","Angisy","Squid","","","Angisy"
"82","HORITA","Horita","Octopus","","","Horita"
"83","TSIODAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"84","ANTSERAKE","Antseraky","Black-barred halfbeak/ hemiramphus far","","","Antseraky"
"85","ANGISY","Angisy","Squid","","","Angisy"
"86","JOGINY","Fia Joginy","","LOGY","SELAR CRUMENOPHTHALMUS, RASTRELLIGER KANAGURTA","LOGY"
"87","FITSE","Fia Fitse","Caesia caerulaureus","","","Fia Fitse"
"88","BABAKE","","","","",""
"89","ANGISY","Angisy","Squid","","","Angisy"
"90","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"91","FALE","Fay","Ray","","","Fay"
"92","AMPISY","Fia Ambitsy","Spangled or thumbprint emperor, Lethrinus nebulosus or Lethrinus harak","AMBITSY,AMBITSY LAVAORO","ELAGATIS BIPINNULATA, LETHRINUS OLIVACEUS, LETHRINUS NEBULOSUS<A0>, ELAGATIS BIPINNULATA<A0>","AMBITSY,AMBITSY LAVAORO"
"93","HORITA","Horita","Octopus","","","Horita"
"94","TSOIDEFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"95","ANTSERAKE","Antseraky","Black-barred halfbeak/ hemiramphus far","","","Antseraky"
"96","ANGISY","Angisy","Squid","","","Angisy"
"97","JOGINY","Fia Joginy","","LOGY","SELAR CRUMENOPHTHALMUS, RASTRELLIGER KANAGURTA","LOGY"
"98","FITSE","Fia Fitse","Caesia caerulaureus","","","Fia Fitse"
"99","BABAKE","","","","",""
"100","ANGISY","Angisy","Squid","","","Angisy"
"101","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"102","ANGISY","Angisy","Squid","","","Angisy"
"103","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"104","HORITA","Horita","Octopus","","","Horita"
"105","JAKAKE","Jakake","Crab","","","Jakake"
"106","HORITA","Horita","Octopus","","","Horita"
"107","TABAKE","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"108","HORITA","Horita","Octopus","","","Horita"
"109","HORITA","Horita","Octopus","","","Horita"
"110","HORITA","Horita","Octopus","","","Horita"
"111","HORITA","Horita","Octopus","","","Horita"
"112","BABAKE","","","","",""
"113","HORITA","Horita","Octopus","","","Horita"
"114","TSOIDAFE","","","TSOY,TSOY JAINE,TSOY ZONY","MULLOIDICHTHYS VANICOLENSIS, MULLOIDICHTHYS FLAVOLINEATUS, MULLOIDICHTHYS VANICAULEUSIS","TSOY,TSOY JAINE,TSOY ZONY"
"115","FAY","Fay","Ray","","","Fay"
"116","LAMERA","Lamera","eel","LAMAIRA,LAMAIRAKINA,LAMAIRA FESOTSE AMBATO,LAMAIRA KINA,LAMAIRANKENA","GYMNOTHORAX JAVANICUS, GYMNOMURAENA ZEBRA, ECHIDNA NEBULOSA, GYMNOTORAX JAVANICUS","LAMAIRA,LAMAIRAKINA,LAMAIRA FESOTSE AMBATO,LAMAIRA KINA,LAMAIRANKENA"
"117","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"118","VORAMASAKE","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"119","AMBATSOY","","","AMBATSOY,AMBATSOY VAHO,,AMBATSOY VANDA","PLECTROPOMUS PUNCTATUS, MULLOIDICHTHYS FLAVOLINEATUS, RHABDOSARGUS SARBA, ANYPERODON LEUCOGRAMMICUS, MULLOIDICHTHYS VANICAULEUSIS","AMBATSOY,AMBATSOY VAHO,,AMBATSOY VANDA"
"120","LAMATRA","Lamatra","Kanadi Kingfish/ scombermorus plurilineatus","LAMATSA,LAMATRA,LAMANTRA,LAMANTRA","SCOMBEROMORUS COMMERSON, SCOMBEROIDES LYSAN, SCOBEROIDES LYSAN","LAMATSA,LAMATRA,LAMANTRA,LAMANTRA"
"121","KOLOKA","Kiloka","","","","Kiloka"
"122","AKIO","Akio","Shark","","","Akio"
"123","JOHO","","","JOHO","AETHALOPERCA ROGAA, LUTJANUS ARGENTIMACULATUS, LUTJANUS FULVUS, LUTJANUS MONOSTIGMA, LUTJANUS SEBAE, LUTJANU ARGENTIMACULATUS, LUTJANUS MONASTIGMA","JOHO"
"124","HORITA","Horita","Octopus","","","Horita"
"125","HORITA","Horita","Octopus","","","Horita"
"126","HORITA","Horita","Octopus","","","Horita"
"127","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"128","ANGISY","Angisy","Squid","","","Angisy"
"129","ANGISY","Angisy","Squid","","","Angisy"
"130","HORITA","Horita","Octopus","","","Horita"
"131","BEMAMPE","","Shell","","","Shell"
"132","HORITA","Horita","Octopus","","","Horita"
"133","ANGISY","Angisy","Squid","","","Angisy"
"134","HORITA","Horita","Octopus","","","Horita"
"135","HORITA","Horita","Octopus","","","Horita"
"136","HORITA","Horita","Octopus","","","Horita"
"137","HORITA","Horita","Octopus","","","Horita"
"138","KOLOKA","Kiloka","","","","Kiloka"
"139","OLOVOANGARERA","Fia Lovo","Bluespotted or coral grouper / cephalopholis argus or cephalopholis miniata","LOVO","EPINEPHELUS FUSCOGUTTATUS, CEPHALOPHOLIS SEXMACULATA, CEPHALOPHOLIS MINIATA, ANYPERADON LEUCOGRAMMICUS, EPINEPHELUS CAERULEOPUNCTATUS, EPINEPHELUS FASCIATUS, PLECTROPOMUS PUNCTATUS, CEPHALOPHOLIS URODETA, CEPHALOPHOLIS SONNERATI, PLECTROPOMUS LAEVIS, EPINEPHELUS MULTINOTATUS, PLECTORHINCHUS ALBOVITTATUS, ANYPERODON LEUCOGRAMMICUS, CEPHALOPHOLIS SONNERATI<A0>, PLECTOPOMUS PUNCTATUS, PLECTOPOMUS LAEVIS, PLECTORHINCHUS ALBOVITATUS","LOVO"
"140","GOGO","Fia gogo","Madagascar sea catfish/ Arius madagascariensis","","","Fia gogo"
"141","ANGISY","Angisy","Squid","","","Angisy"
"142","ANGISY","Angisy","Squid","","","Angisy"
"143","HORITA","Horita","Octopus","","","Horita"
"144","HORITA","Horita","Octopus","","","Horita"
"145","FIA VALALA","Valalataitse","","","","Valalataitse"
"146","HORITA","Horita","Octopus","","","Horita"
"147","HORITA","Horita","Octopus","","","Horita"
"148","HORITA","Horita","Octopus","","","Horita"
"149","HORITA","Horita","Octopus","","","Horita"
"150","HORITA","Horita","Octopus","","","Horita"
"151","HORITA","Horita","Octopus","","","Horita"
"152","HORITA","Horita","Octopus","","","Horita"
"153","HORITA","Horita","Octopus","","","Horita"
"154","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"155","JAKAKE","Jakake","Crab","","","Jakake"
"156","ANGISY","Angisy","Squid","","","Angisy"
"157","TAPAPOROHA","Tapaporaha","","","","Tapaporaha"
"158","HORITA","Horita","Octopus","","","Horita"
"159","MAHALOGY","Malongy","Fish","MAHALOGY","SELAR CRUMENOPHTHALMUS, RASTRELLIGER KANAGURTA","MAHALOGY"
"160","HORITA","Horita","Octopus","","","Horita"
"161","HORITA","Horita","Octopus","","","Horita"
"162","HORITA","Horita","Octopus","","","Horita"
"163","HORITA","Horita","Octopus","","","Horita"
"164","HORITA","Horita","Octopus","","","Horita"
"165","HORITA","Horita","Octopus","","","Horita"
"166","HORITA","Horita","Octopus","","","Horita"
"167","HORITA","Horita","Octopus","","","Horita"
"168","HORITA","Horita","Octopus","","","Horita"
"169","HORITA","Horita","Octopus","","","Horita"
"170","HORITA","Horita","Octopus","","","Horita"
"171","VORAMASAKA","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"172","VORAMASAKA","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"173","VORAMASAKA","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"174","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"175","TSABEAKE","","","TSABEAKE","GNATHODENTEX AUROLINEATUS, LETHRINUS NEBULOSUS, LETHEINUS NEBULOSUS","TSABEAKE"
"176","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"177","VORAMASAKA","Voramasake","","VORAMASAKE,VORAMASAEKE","SIGANUS SUTOR, SIGANUS STELLATUS, SIGANUS SUTOR<A0>, SIGANUS NETOR","VORAMASAKE,VORAMASAEKE"
"178","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"179","TABAK","Fia Tabaky/ Fia Tsabeake","Ember parrotfish/ scarus rubroviolaceus","TABAKE","AROTHRON NIGROPUNCTATUS","TABAKE"
"180","KIFALAOTSE","Kifalaoke","","KIFALAOTSE","KYPHOSUS VAIGIENSIS, KYPHOSUS CINERASCENS, DIAGRAMMA PICTUM, PLECTORHINCHUS GIBBOSUS","KIFALAOTSE"
"181","HORITA","Horita","Octopus","","","Horita"
"182","HORITA","Horita","Octopus","","","Horita"
"183","HORITA","Horita","Octopus","","","Horita"
"184","LANORA","Fia Lanora","Yellowspotted or giant trevally/ caragoides fulvoguttatus or Caranx ignobilis","LANORA","CARANX PAPUENSIS, CARANX MELAMPYGUS, CARANX IGNOBILIS, CARANGOIDES FULVOGUTTATUS, CARANGOIDES FERDAU, CARANX IGNOBILIS<A0>","LANORA"
"185","FIAGAMO","Gamo","","GAMO,GAMO MANDRITSIAMINTSALOTSE,GAMOPAREABAVA","ETELIS CARBUNCULUS, PRISTIPOMOIDES FILAMENTOSUS, ETEIS CARBUNCULU","GAMO,GAMO MANDRITSIAMINTSALOTSE,GAMOPAREABAVA"
"186","FIAGAMO","Gamo","","GAMO,GAMO MANDRITSIAMINTSALOTSE,GAMOPAREABAVA","ETELIS CARBUNCULUS, PRISTIPOMOIDES FILAMENTOSUS, ETEIS CARBUNCULU","GAMO,GAMO MANDRITSIAMINTSALOTSE,GAMOPAREABAVA"
"187","HORITA","Horita","Octopus","","","Horita"
"188","",NA,NA,NA,NA,NA
"189","FIANTSIFA","Fay Tsifa","Unicornfish, Naso unicornis","","","Fay Tsifa"
"190","HORITA","Horita","Octopus","","","Horita"
"191","VOTSA","Fia Votosandra?","No idea but these seem to go together","VOTSANDRA,VOTSANJA,VOTSANDRA SAMPA","PSEUDOBALISTES FUSCUS, BALISTOIDES VIRIDESCENS, ABALISTES STELLATUS, BALISTAPUS UNDULATUS, ODONUS NIGER, BALISTOIDES VIRIDESENS, PSEUDOBALISTES FURCUS, ODUNUS NIGER, SUFFLAMEN BURSA","VOTSANDRA,VOTSANJA,VOTSANDRA SAMPA"
"192","HORITA","Horita","Octopus","","","Horita"
"193","TSIOKE","","","","",""
"194","TAPAPORAHA","Tapaporaha","","","","Tapaporaha"
"195","HORITA","Horita","Octopus","","","Horita"
"196","MANDREANDREA","","","","",""
