Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2010,MARYLAND,"FLOUNDER, SUMMER",267123.00,121,,Public,Recreational,,172735,MRIP
2010,MASSACHUSETTS,"FLOUNDER, SUMMER",851886.00,386,2096655.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2010,MASSACHUSETTS,"FLOUNDER, SUMMER",515540.00,234,,Public,Recreational,,172735,MRIP
2010,NEW JERSEY,"FLOUNDER, SUMMER",2165791.00,982,4553117.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2010,NEW JERSEY,"FLOUNDER, SUMMER",3916121.00,"1,776",,Public,Recreational,,172735,MRIP
2010,NEW YORK,"FLOUNDER, SUMMER",2788627.00,"1,265",,Public,Recreational,,172735,MRIP
2010,NEW YORK,"FLOUNDER, SUMMER",1363560.00,619,3549565.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2010,NORTH CAROLINA,"FLOUNDER, SUMMER",341313.00,155,,Public,Recreational,,172735,MRIP
2010,RHODE ISLAND,"FLOUNDER, SUMMER",1080105.00,490,,Public,Recreational,,172735,MRIP
2010,RHODE ISLAND,"FLOUNDER, SUMMER",2289227.00,"1,038",5533510.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2010,VIRGINIA,"FLOUNDER, SUMMER",1709289.00,775,,Public,Recreational,,172735,MRIP
2010,VIRGINIA,"FLOUNDER, SUMMER",2592100.00,"1,176",4201810.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,CONNECTICUT,"FLOUNDER, SUMMER",250770.00,114,649514.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,CONNECTICUT,"FLOUNDER, SUMMER",270748.00,123,,Public,Recreational,,172735,MRIP
2009,DELAWARE,"FLOUNDER, SUMMER",509032.00,231,,Public,Recreational,,172735,MRIP
2009,DELAWARE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2009,MAINE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2009,MARYLAND,"FLOUNDER, SUMMER",473348.00,215,,Public,Recreational,,172735,MRIP
2009,MARYLAND,"FLOUNDER, SUMMER",210305.00,95,540582.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,MASSACHUSETTS,"FLOUNDER, SUMMER",732075.00,332,1665367.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,MASSACHUSETTS,"FLOUNDER, SUMMER",193306.00,88,,Public,Recreational,,172735,MRIP
2009,NEW HAMPSHIRE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2009,NEW JERSEY,"FLOUNDER, SUMMER",1798903.00,816,3376218.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,NEW JERSEY,"FLOUNDER, SUMMER",5139152.00,"2,331",,Public,Recreational,,172735,MRIP
2009,NEW YORK,"FLOUNDER, SUMMER",1142418.00,518,3087489.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,NEW YORK,"FLOUNDER, SUMMER",2333771.00,"1,059",,Public,Recreational,,172735,MRIP
2009,NORTH CAROLINA,"FLOUNDER, SUMMER",307695.00,140,,Public,Recreational,,172735,MRIP
2009,RHODE ISLAND,"FLOUNDER, SUMMER",605937.00,275,,Public,Recreational,,172735,MRIP
2009,RHODE ISLAND,"FLOUNDER, SUMMER",1793920.00,814,4502078.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,VIRGINIA,"FLOUNDER, SUMMER",1980319.00,898,2959360.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2009,VIRGINIA,"FLOUNDER, SUMMER",1823985.00,827,,Public,Recreational,,172735,MRIP
2008,CONNECTICUT,"FLOUNDER, SUMMER",220621.00,100,680144.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,CONNECTICUT,"FLOUNDER, SUMMER",708269.00,321,,Public,Recreational,,172735,MRIP
2008,DELAWARE,"FLOUNDER, SUMMER",272194.00,123,,Public,Recreational,,172735,MRIP
2008,DELAWARE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2008,MAINE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2008,MARYLAND,"FLOUNDER, SUMMER",335345.00,152,,Public,Recreational,,172735,MRIP
2008,MARYLAND,"FLOUNDER, SUMMER",208968.00,95,578131.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,MASSACHUSETTS,"FLOUNDER, SUMMER",645779.00,293,1790088.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,MASSACHUSETTS,"FLOUNDER, SUMMER",646612.00,293,,Public,Recreational,,172735,MRIP
2008,NEW HAMPSHIRE,"FLOUNDER, SUMMER",1936.00,1,,Public,Recreational,,172735,MRIP
2008,NEW JERSEY,"FLOUNDER, SUMMER",1540811.00,699,3460537.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,NEW JERSEY,"FLOUNDER, SUMMER",4285589.00,"1,944",,Public,Recreational,,172735,MRIP
2008,NEW YORK,"FLOUNDER, SUMMER",856996.00,389,2933226.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,NEW YORK,"FLOUNDER, SUMMER",3622028.00,"1,643",,Public,Recreational,,172735,MRIP
2008,NORTH CAROLINA,"FLOUNDER, SUMMER",132745.00,60,,Public,Recreational,,172735,MRIP
2008,RHODE ISLAND,"FLOUNDER, SUMMER",887050.00,402,,Public,Recreational,,172735,MRIP
2008,RHODE ISLAND,"FLOUNDER, SUMMER",1473970.00,669,4485150.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,VIRGINIA,"FLOUNDER, SUMMER",1653598.00,750,2718822.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2008,VIRGINIA,"FLOUNDER, SUMMER",1447949.00,657,,Public,Recreational,,172735,MRIP
2007,CONNECTICUT,"FLOUNDER, SUMMER",205115.00,93,648173.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,CONNECTICUT,"FLOUNDER, SUMMER",547940.00,249,,Public,Recreational,,172735,MRIP
2007,DELAWARE,"FLOUNDER, SUMMER",444177.00,201,,Public,Recreational,,172735,MRIP
2007,DELAWARE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2007,MAINE,"FLOUNDER, SUMMER",,,,Confidential,Commercial,Paralichthys dentatus,172735,ACCSP
2007,MARYLAND,"FLOUNDER, SUMMER",365258.00,166,,Public,Recreational,,172735,MRIP
2007,MARYLAND,"FLOUNDER, SUMMER",228908.00,104,546459.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,MASSACHUSETTS,"FLOUNDER, SUMMER",661097.00,300,1595948.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,MASSACHUSETTS,"FLOUNDER, SUMMER",437278.00,198,,Public,Recreational,,172735,MRIP
2007,NEW JERSEY,"FLOUNDER, SUMMER",4980648.00,"2,259",,Public,Recreational,,172735,MRIP
2007,NEW JERSEY,"FLOUNDER, SUMMER",1698049.00,770,3989704.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,NEW YORK,"FLOUNDER, SUMMER",941935.00,427,3132522.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,NEW YORK,"FLOUNDER, SUMMER",3890192.00,"1,765",,Public,Recreational,,172735,MRIP
2007,NORTH CAROLINA,"FLOUNDER, SUMMER",379392.00,172,,Public,Recreational,,172735,MRIP
2007,RHODE ISLAND,"FLOUNDER, SUMMER",1515795.00,688,4346305.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,RHODE ISLAND,"FLOUNDER, SUMMER",836593.00,379,,Public,Recreational,,172735,MRIP
2007,VIRGINIA,"FLOUNDER, SUMMER",1855543.00,842,3183766.00,Public,Commercial,Paralichthys dentatus,172735,ACCSP
2007,VIRGINIA,"FLOUNDER, SUMMER",2007527.00,911,,Public,Recreational,,172735,MRIP
2006,CONNECTICUT,"FLOUNDER, SUMMER",737383.00,334,,Public,Recreational,,172735,MRIP
2006,CONNECTICUT,"FLOUNDER, SUMMER",316533.00,144,782970.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,DELAWARE,"FLOUNDER, SUMMER",385536.00,175,,Public,Recreational,,172735,MRIP
2006,DELAWARE,"FLOUNDER, SUMMER",3591.00,2,8576.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,MARYLAND,"FLOUNDER, SUMMER",224060.00,102,,Public,Recreational,,172735,MRIP
2006,MARYLAND,"FLOUNDER, SUMMER",247743.00,112,549576.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,MASSACHUSETTS,"FLOUNDER, SUMMER",715079.00,324,,Public,Recreational,,172735,MRIP
2006,MASSACHUSETTS,"FLOUNDER, SUMMER",920416.00,417,1990519.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,NEW HAMPSHIRE,"FLOUNDER, SUMMER",3241.00,1,,Public,Recreational,,172735,MRIP
2006,NEW JERSEY,"FLOUNDER, SUMMER",7941395.00,"3,602",,Public,Recreational,,172735,MRIP
2006,NEW JERSEY,"FLOUNDER, SUMMER",2379802.00,"1,079",5091057.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,NEW YORK,"FLOUNDER, SUMMER",1219701.00,553,3409171.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,NEW YORK,"FLOUNDER, SUMMER",4424626.00,"2,007",,Public,Recreational,,172735,MRIP
2006,NORTH CAROLINA,"FLOUNDER, SUMMER",3981430.00,"1,806",8449642.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,NORTH CAROLINA,"FLOUNDER, SUMMER",326688.00,148,,Public,Recreational,,172735,MRIP
2006,RHODE ISLAND,"FLOUNDER, SUMMER",2123216.00,963,5093434.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2006,RHODE ISLAND,"FLOUNDER, SUMMER",1203410.00,546,,Public,Recreational,,172735,MRIP
2006,VIRGINIA,"FLOUNDER, SUMMER",2671143.00,"1,212",,Public,Recreational,,172735,MRIP
2006,VIRGINIA,"FLOUNDER, SUMMER",2756952.00,"1,251",4373329.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,CONNECTICUT,"FLOUNDER, SUMMER",448594.00,203,988708.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,CONNECTICUT,"FLOUNDER, SUMMER",543277.00,246,,Public,Recreational,,172735,MRIP
2005,DELAWARE,"FLOUNDER, SUMMER",362872.00,165,,Public,Recreational,,172735,MRIP
2005,DELAWARE,"FLOUNDER, SUMMER",3166.00,1,6864.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,MAINE,"FLOUNDER, SUMMER",1.00,0,1.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,MARYLAND,"FLOUNDER, SUMMER",806244.00,366,,Public,Recreational,,172735,MRIP
2005,MARYLAND,"FLOUNDER, SUMMER",333367.00,151,672862.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,MASSACHUSETTS,"FLOUNDER, SUMMER",1274435.00,578,2132311.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,MASSACHUSETTS,"FLOUNDER, SUMMER",805072.00,365,,Public,Recreational,,172735,MRIP
2005,NEW JERSEY,"FLOUNDER, SUMMER",6203176.00,"2,814",,Public,Recreational,,172735,MRIP
2005,NEW JERSEY,"FLOUNDER, SUMMER",2529240.00,"1,147",4641652.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,NEW YORK,"FLOUNDER, SUMMER",1803775.00,818,3809929.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,NEW YORK,"FLOUNDER, SUMMER",6169445.00,"2,798",,Public,Recreational,,172735,MRIP
2005,NORTH CAROLINA,"FLOUNDER, SUMMER",289498.00,131,,Public,Recreational,,172735,MRIP
2005,NORTH CAROLINA,"FLOUNDER, SUMMER",4064683.00,"1,844",7494624.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,RHODE ISLAND,"FLOUNDER, SUMMER",772260.00,350,,Public,Recreational,,172735,MRIP
2005,RHODE ISLAND,"FLOUNDER, SUMMER",2926356.00,"1,327",5880419.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,VIRGINIA,"FLOUNDER, SUMMER",3869171.00,"1,755",4817466.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2005,VIRGINIA,"FLOUNDER, SUMMER",2593615.00,"1,176",,Public,Recreational,,172735,MRIP
2004,CONNECTICUT,"FLOUNDER, SUMMER",406038.00,184,806789.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,CONNECTICUT,"FLOUNDER, SUMMER",1252022.00,568,,Public,Recreational,,172735,MRIP
2004,DELAWARE,"FLOUNDER, SUMMER",393320.00,178,,Public,Recreational,,172735,MRIP
2004,DELAWARE,"FLOUNDER, SUMMER",7565.00,3,14344.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,MAINE,"FLOUNDER, SUMMER",252.00,0,225.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,MARYLAND,"FLOUNDER, SUMMER",195954.00,89,,Public,Recreational,,172735,MRIP
2004,MARYLAND,"FLOUNDER, SUMMER",225814.00,102,395235.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,MASSACHUSETTS,"FLOUNDER, SUMMER",886268.00,402,,Public,Recreational,,172735,MRIP
2004,MASSACHUSETTS,"FLOUNDER, SUMMER",1193079.00,541,1885773.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,NEW HAMPSHIRE,"FLOUNDER, SUMMER",33.00,0,70.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,NEW JERSEY,"FLOUNDER, SUMMER",2830565.00,"1,284",4430704.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,NEW JERSEY,"FLOUNDER, SUMMER",7175221.00,"3,255",,Public,Recreational,,172735,MRIP
2004,NEW YORK,"FLOUNDER, SUMMER",1594345.00,723,3275756.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,NEW YORK,"FLOUNDER, SUMMER",5372094.00,"2,437",,Public,Recreational,,172735,MRIP
2004,NORTH CAROLINA,"FLOUNDER, SUMMER",467874.00,212,,Public,Recreational,,172735,MRIP
2004,NORTH CAROLINA,"FLOUNDER, SUMMER",4904315.00,"2,225",7683436.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,RHODE ISLAND,"FLOUNDER, SUMMER",1603997.00,728,,Public,Recreational,,172735,MRIP
2004,RHODE ISLAND,"FLOUNDER, SUMMER",3084560.00,"1,399",5316299.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,VIRGINIA,"FLOUNDER, SUMMER",3906176.00,"1,772",5378151.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2004,VIRGINIA,"FLOUNDER, SUMMER",3853309.00,"1,748",,Public,Recreational,,172735,MRIP
2003,CONNECTICUT,"FLOUNDER, SUMMER",744660.00,338,,Public,Recreational,,172735,MRIP
2003,CONNECTICUT,"FLOUNDER, SUMMER",316845.00,144,635755.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,DELAWARE,"FLOUNDER, SUMMER",455363.00,207,,Public,Recreational,,172735,MRIP
2003,DELAWARE,"FLOUNDER, SUMMER",5516.00,3,8653.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,MARYLAND,"FLOUNDER, SUMMER",237612.00,108,,Public,Recreational,,172735,MRIP
2003,MARYLAND,"FLOUNDER, SUMMER",329343.00,149,526832.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,MASSACHUSETTS,"FLOUNDER, SUMMER",692733.00,314,,Public,Recreational,,172735,MRIP
2003,MASSACHUSETTS,"FLOUNDER, SUMMER",925686.00,420,1769522.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,NEW HAMPSHIRE,"FLOUNDER, SUMMER",1120.00,1,,Public,Recreational,,172735,MRIP
2003,NEW JERSEY,"FLOUNDER, SUMMER",7883360.00,"3,576",,Public,Recreational,,172735,MRIP
2003,NEW JERSEY,"FLOUNDER, SUMMER",2385157.00,"1,082",3682661.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,NEW YORK,"FLOUNDER, SUMMER",1073207.00,487,2240347.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,NEW YORK,"FLOUNDER, SUMMER",7882729.00,"3,576",,Public,Recreational,,172735,MRIP
2003,NORTH CAROLINA,"FLOUNDER, SUMMER",3572462.00,"1,620",6009297.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,NORTH CAROLINA,"FLOUNDER, SUMMER",273898.00,124,,Public,Recreational,,172735,MRIP
2003,RHODE ISLAND,"FLOUNDER, SUMMER",2178150.00,988,4060452.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2003,RHODE ISLAND,"FLOUNDER, SUMMER",954752.00,433,,Public,Recreational,,172735,MRIP
2003,VIRGINIA,"FLOUNDER, SUMMER",2360714.00,"1,071",,Public,Recreational,,172735,MRIP
2003,VIRGINIA,"FLOUNDER, SUMMER",3521899.00,"1,598",4218881.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,CONNECTICUT,"FLOUNDER, SUMMER",356685.00,162,617925.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,CONNECTICUT,"FLOUNDER, SUMMER",441300.00,200,,Public,Recreational,,172735,MRIP
2002,DELAWARE,"FLOUNDER, SUMMER",381221.00,173,,Public,Recreational,,172735,MRIP
2002,DELAWARE,"FLOUNDER, SUMMER",2707.00,1,4215.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,MAINE,"FLOUNDER, SUMMER",540.00,0,515.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,MARYLAND,"FLOUNDER, SUMMER",354100.00,161,,Public,Recreational,,172735,MRIP
2002,MASSACHUSETTS,"FLOUNDER, SUMMER",1009472.00,458,1625202.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,MASSACHUSETTS,"FLOUNDER, SUMMER",772899.00,351,,Public,Recreational,,172735,MRIP
2002,NEW JERSEY,"FLOUNDER, SUMMER",5507315.00,"2,498",,Public,Recreational,,172735,MRIP
2002,NEW JERSEY,"FLOUNDER, SUMMER",2406904.00,"1,092",3504296.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,NEW YORK,"FLOUNDER, SUMMER",1052839.00,478,2041949.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,NEW YORK,"FLOUNDER, SUMMER",4114643.00,"1,866",,Public,Recreational,,172735,MRIP
2002,NORTH CAROLINA,"FLOUNDER, SUMMER",435118.00,197,,Public,Recreational,,172735,MRIP
2002,NORTH CAROLINA,"FLOUNDER, SUMMER",4129133.00,"1,873",6106073.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,RHODE ISLAND,"FLOUNDER, SUMMER",1146755.00,520,,Public,Recreational,,172735,MRIP
2002,RHODE ISLAND,"FLOUNDER, SUMMER",2286421.00,"1,037",3992426.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,VIRGINIA,"FLOUNDER, SUMMER",2970267.00,"1,347",3149729.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2002,VIRGINIA,"FLOUNDER, SUMMER",3133380.00,"1,421",,Public,Recreational,,172735,MRIP
2001,CONNECTICUT,"FLOUNDER, SUMMER",704139.00,319,,Public,Recreational,,172735,MRIP
2001,CONNECTICUT,"FLOUNDER, SUMMER",247099.00,112,581464.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,DELAWARE,"FLOUNDER, SUMMER",492458.00,223,,Public,Recreational,,172735,MRIP
2001,DELAWARE,"FLOUNDER, SUMMER",7483.00,3,15616.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,MAINE,"FLOUNDER, SUMMER",22052.00,10,43898.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,MARYLAND,"FLOUNDER, SUMMER",573500.00,260,,Public,Recreational,,172735,MRIP
2001,MASSACHUSETTS,"FLOUNDER, SUMMER",693982.00,315,1379377.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,MASSACHUSETTS,"FLOUNDER, SUMMER",744039.00,337,,Public,Recreational,,172735,MRIP
2001,NEW HAMPSHIRE,"FLOUNDER, SUMMER",22.00,0,33.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,NEW JERSEY,"FLOUNDER, SUMMER",6307497.00,"2,861",,Public,Recreational,,172735,MRIP
2001,NEW JERSEY,"FLOUNDER, SUMMER",1745488.00,792,2312504.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,NEW YORK,"FLOUNDER, SUMMER",751778.00,341,1777545.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,NEW YORK,"FLOUNDER, SUMMER",3764096.00,"1,707",,Public,Recreational,,172735,MRIP
2001,NORTH CAROLINA,"FLOUNDER, SUMMER",577146.00,262,,Public,Recreational,,172735,MRIP
2001,NORTH CAROLINA,"FLOUNDER, SUMMER",2784751.00,"1,263",4451359.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,RHODE ISLAND,"FLOUNDER, SUMMER",1102092.00,500,,Public,Recreational,,172735,MRIP
2001,RHODE ISLAND,"FLOUNDER, SUMMER",1798740.00,816,3786845.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,VIRGINIA,"FLOUNDER, SUMMER",2659586.00,"1,206",2972616.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2001,VIRGINIA,"FLOUNDER, SUMMER",4291262.00,"1,947",,Public,Recreational,,172735,MRIP
2000,CONNECTICUT,"FLOUNDER, SUMMER",1401872.00,636,,Public,Recreational,,172735,MRIP
2000,CONNECTICUT,"FLOUNDER, SUMMER",245148.00,111,643630.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,DELAWARE,"FLOUNDER, SUMMER",986618.00,448,,Public,Recreational,,172735,MRIP
2000,DELAWARE,"FLOUNDER, SUMMER",12345.00,6,26386.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,MAINE,"FLOUNDER, SUMMER",6922.00,3,21576.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,MARYLAND,"FLOUNDER, SUMMER",820369.00,372,,Public,Recreational,,172735,MRIP
2000,MASSACHUSETTS,"FLOUNDER, SUMMER",788998.00,358,1443860.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,MASSACHUSETTS,"FLOUNDER, SUMMER",1261208.00,572,,Public,Recreational,,172735,MRIP
2000,NEW HAMPSHIRE,"FLOUNDER, SUMMER",492.00,0,,Public,Recreational,,172735,MRIP
2000,NEW JERSEY,"FLOUNDER, SUMMER",10532406.00,"4,777",,Public,Recreational,,172735,MRIP
2000,NEW JERSEY,"FLOUNDER, SUMMER",1848119.00,838,2604285.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,NEW YORK,"FLOUNDER, SUMMER",811917.00,368,2007394.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,NEW YORK,"FLOUNDER, SUMMER",6231951.00,"2,827",,Public,Recreational,,172735,MRIP
2000,NORTH CAROLINA,"FLOUNDER, SUMMER",780219.00,354,,Public,Recreational,,172735,MRIP
2000,NORTH CAROLINA,"FLOUNDER, SUMMER",3386592.00,"1,536",5991414.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,RHODE ISLAND,"FLOUNDER, SUMMER",3012705.00,"1,367",,Public,Recreational,,172735,MRIP
2000,RHODE ISLAND,"FLOUNDER, SUMMER",1703593.00,773,3800377.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,VIRGINIA,"FLOUNDER, SUMMER",2206715.00,"1,001",3131418.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
2000,VIRGINIA,"FLOUNDER, SUMMER",1997844.00,906,,Public,Recreational,,172735,MRIP
1999,CONNECTICUT,"FLOUNDER, SUMMER",680380.00,309,,Public,Recreational,,172735,MRIP
1999,CONNECTICUT,"FLOUNDER, SUMMER",245219.00,111,579661.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,DELAWARE,"FLOUNDER, SUMMER",7541.00,3,15992.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,DELAWARE,"FLOUNDER, SUMMER",512866.00,233,,Public,Recreational,,172735,MRIP
1999,MAINE,"FLOUNDER, SUMMER",5778.00,3,16741.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,MARYLAND,"FLOUNDER, SUMMER",867050.00,393,,Public,Recreational,,172735,MRIP
1999,MASSACHUSETTS,"FLOUNDER, SUMMER",1116340.00,506,,Public,Recreational,,172735,MRIP
1999,MASSACHUSETTS,"FLOUNDER, SUMMER",811640.00,368,1633869.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,NEW JERSEY,"FLOUNDER, SUMMER",1916964.00,870,3037572.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,NEW JERSEY,"FLOUNDER, SUMMER",6169143.00,"2,798",,Public,Recreational,,172735,MRIP
1999,NEW YORK,"FLOUNDER, SUMMER",3667296.00,"1,663",,Public,Recreational,,172735,MRIP
1999,NEW YORK,"FLOUNDER, SUMMER",801361.00,363,1831630.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,NORTH CAROLINA,"FLOUNDER, SUMMER",466033.00,211,,Public,Recreational,,172735,MRIP
1999,NORTH CAROLINA,"FLOUNDER, SUMMER",2870331.00,"1,302",5013738.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,RHODE ISLAND,"FLOUNDER, SUMMER",1635323.00,742,3765860.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1999,RHODE ISLAND,"FLOUNDER, SUMMER",1579761.00,717,,Public,Recreational,,172735,MRIP
1999,VIRGINIA,"FLOUNDER, SUMMER",1637657.00,743,,Public,Recreational,,172735,MRIP
1999,VIRGINIA,"FLOUNDER, SUMMER",2195832.00,996,3066806.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,CONNECTICUT,"FLOUNDER, SUMMER",752138.00,341,,Public,Recreational,,172735,MRIP
1998,CONNECTICUT,"FLOUNDER, SUMMER",262732.00,119,620642.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,DELAWARE,"FLOUNDER, SUMMER",676694.00,307,,Public,Recreational,,172735,MRIP
1998,DELAWARE,"FLOUNDER, SUMMER",11205.00,5,26038.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,MAINE,"FLOUNDER, SUMMER",5626.00,3,14888.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,MARYLAND,"FLOUNDER, SUMMER",643120.00,292,,Public,Recreational,,172735,MRIP
1998,MASSACHUSETTS,"FLOUNDER, SUMMER",706782.00,321,1381787.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
