Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1998,MASSACHUSETTS,"FLOUNDER, SUMMER",1554073.00,705,,Public,Recreational,,172735,MRIP
1998,NEW JERSEY,"FLOUNDER, SUMMER",8881651.00,"4,029",,Public,Recreational,,172735,MRIP
1998,NEW JERSEY,"FLOUNDER, SUMMER",1862798.00,845,2732015.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,NEW YORK,"FLOUNDER, SUMMER",821500.00,373,1966588.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,NEW YORK,"FLOUNDER, SUMMER",4096294.00,"1,858",,Public,Recreational,,172735,MRIP
1998,NORTH CAROLINA,"FLOUNDER, SUMMER",2983133.00,"1,353",5418830.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,NORTH CAROLINA,"FLOUNDER, SUMMER",780869.00,354,,Public,Recreational,,172735,MRIP
1998,RHODE ISLAND,"FLOUNDER, SUMMER",1549207.00,703,,Public,Recreational,,172735,MRIP
1998,RHODE ISLAND,"FLOUNDER, SUMMER",1711987.00,777,3913566.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,VIRGINIA,"FLOUNDER, SUMMER",2615750.00,"1,186",3316474.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1998,VIRGINIA,"FLOUNDER, SUMMER",3924002.00,"1,780",,Public,Recreational,,172735,MRIP
1997,CONNECTICUT,"FLOUNDER, SUMMER",257197.00,117,595271.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,CONNECTICUT,"FLOUNDER, SUMMER",598201.00,271,,Public,Recreational,,172735,MRIP
1997,DELAWARE,"FLOUNDER, SUMMER",551004.00,250,,Public,Recreational,,172735,MRIP
1997,DELAWARE,"FLOUNDER, SUMMER",5328.00,2,11420.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,MAINE,"FLOUNDER, SUMMER",2835.00,1,6291.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,MARYLAND,"FLOUNDER, SUMMER",268159.00,122,,Public,Recreational,,172735,MRIP
1997,MASSACHUSETTS,"FLOUNDER, SUMMER",743590.00,337,1529705.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,MASSACHUSETTS,"FLOUNDER, SUMMER",675318.00,306,,Public,Recreational,,172735,MRIP
1997,NEW JERSEY,"FLOUNDER, SUMMER",9015181.00,"4,089",,Public,Recreational,,172735,MRIP
1997,NEW JERSEY,"FLOUNDER, SUMMER",1319895.00,599,2051861.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,NEW YORK,"FLOUNDER, SUMMER",821741.00,373,2049404.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,NEW YORK,"FLOUNDER, SUMMER",3157598.00,"1,432",,Public,Recreational,,172735,MRIP
1997,NORTH CAROLINA,"FLOUNDER, SUMMER",597980.00,271,,Public,Recreational,,172735,MRIP
1997,NORTH CAROLINA,"FLOUNDER, SUMMER",1501191.00,681,2828197.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,RHODE ISLAND,"FLOUNDER, SUMMER",876246.00,397,,Public,Recreational,,172735,MRIP
1997,RHODE ISLAND,"FLOUNDER, SUMMER",1565430.00,710,3907495.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,VIRGINIA,"FLOUNDER, SUMMER",2370288.00,"1,075",3072903.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1997,VIRGINIA,"FLOUNDER, SUMMER",2785276.00,"1,263",,Public,Recreational,,172735,MRIP
1996,CONNECTICUT,"FLOUNDER, SUMMER",265636.00,120,519828.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,CONNECTICUT,"FLOUNDER, SUMMER",501409.00,227,,Public,Recreational,,172735,MRIP
1996,DELAWARE,"FLOUNDER, SUMMER",868047.00,394,,Public,Recreational,,172735,MRIP
1996,MAINE,"FLOUNDER, SUMMER",8226.00,4,24712.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,MARYLAND,"FLOUNDER, SUMMER",324920.00,147,,Public,Recreational,,172735,MRIP
1996,MASSACHUSETTS,"FLOUNDER, SUMMER",800241.00,363,1700555.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,MASSACHUSETTS,"FLOUNDER, SUMMER",459728.00,209,,Public,Recreational,,172735,MRIP
1996,NEW JERSEY,"FLOUNDER, SUMMER",7163740.00,"3,249",,Public,Recreational,,172735,MRIP
1996,NEW JERSEY,"FLOUNDER, SUMMER",2369134.00,"1,075",3055553.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,NEW YORK,"FLOUNDER, SUMMER",936491.00,425,1975700.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,NEW YORK,"FLOUNDER, SUMMER",1818260.00,825,,Public,Recreational,,172735,MRIP
1996,NORTH CAROLINA,"FLOUNDER, SUMMER",582993.00,264,,Public,Recreational,,172735,MRIP
1996,NORTH CAROLINA,"FLOUNDER, SUMMER",4227071.00,"1,917",6784625.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,RHODE ISLAND,"FLOUNDER, SUMMER",774793.00,351,,Public,Recreational,,172735,MRIP
1996,RHODE ISLAND,"FLOUNDER, SUMMER",1763356.00,800,3569835.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,VIRGINIA,"FLOUNDER, SUMMER",2285720.00,"1,037",2966497.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1996,VIRGINIA,"FLOUNDER, SUMMER",2527000.00,"1,146",,Public,Recreational,,172735,MRIP
1995,CONNECTICUT,"FLOUNDER, SUMMER",318500.00,144,770770.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,CONNECTICUT,"FLOUNDER, SUMMER",644941.00,293,,Public,Recreational,,172735,MRIP
1995,DELAWARE,"FLOUNDER, SUMMER",242892.00,110,,Public,Recreational,,172735,MRIP
1995,DELAWARE,"FLOUNDER, SUMMER",4200.00,2,9224.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,MAINE,"FLOUNDER, SUMMER",5318.00,2,14832.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,MARYLAND,"FLOUNDER, SUMMER",359473.00,163,,Public,Recreational,,172735,MRIP
1995,MARYLAND,"FLOUNDER, SUMMER",175263.00,79,321847.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,MASSACHUSETTS,"FLOUNDER, SUMMER",379257.00,172,,Public,Recreational,,172735,MRIP
1995,MASSACHUSETTS,"FLOUNDER, SUMMER",1126919.00,511,2499919.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,NEW HAMPSHIRE,"FLOUNDER, SUMMER",99.00,0,,Public,Recreational,,172735,MRIP
1995,NEW JERSEY,"FLOUNDER, SUMMER",2319097.00,"1,052",3348422.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,NEW JERSEY,"FLOUNDER, SUMMER",3748455.00,"1,700",,Public,Recreational,,172735,MRIP
1995,NEW YORK,"FLOUNDER, SUMMER",1245005.00,565,2929284.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,NEW YORK,"FLOUNDER, SUMMER",1531899.00,695,,Public,Recreational,,172735,MRIP
1995,NORTH CAROLINA,"FLOUNDER, SUMMER",344318.00,156,,Public,Recreational,,172735,MRIP
1995,NORTH CAROLINA,"FLOUNDER, SUMMER",4582194.00,"2,078",8190367.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,RHODE ISLAND,"FLOUNDER, SUMMER",389312.00,177,,Public,Recreational,,172735,MRIP
1995,RHODE ISLAND,"FLOUNDER, SUMMER",2320370.00,"1,053",4685754.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,VIRGINIA,"FLOUNDER, SUMMER",3312443.00,"1,503",4736926.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1995,VIRGINIA,"FLOUNDER, SUMMER",1376554.00,624,,Public,Recreational,,172735,MRIP
1994,CONNECTICUT,"FLOUNDER, SUMMER",371000.00,168,694000.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,CONNECTICUT,"FLOUNDER, SUMMER",768367.00,349,,Public,Recreational,,172735,MRIP
1994,DELAWARE,"FLOUNDER, SUMMER",513298.00,233,,Public,Recreational,,172735,MRIP
1994,DELAWARE,"FLOUNDER, SUMMER",4200.00,2,5188.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,MAINE,"FLOUNDER, SUMMER",3512.00,2,6123.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,MARYLAND,"FLOUNDER, SUMMER",225002.00,102,,Public,Recreational,,172735,MRIP
1994,MARYLAND,"FLOUNDER, SUMMER",180429.00,82,308849.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,MASSACHUSETTS,"FLOUNDER, SUMMER",613551.00,278,,Public,Recreational,,172735,MRIP
1994,MASSACHUSETTS,"FLOUNDER, SUMMER",1031143.00,468,1907129.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,NEW HAMPSHIRE,"FLOUNDER, SUMMER",454.00,0,,Public,Recreational,,172735,MRIP
1994,NEW JERSEY,"FLOUNDER, SUMMER",2353711.00,"1,068",3194777.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,NEW JERSEY,"FLOUNDER, SUMMER",5459693.00,"2,477",,Public,Recreational,,172735,MRIP
1994,NEW YORK,"FLOUNDER, SUMMER",1268927.00,576,2887696.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,NEW YORK,"FLOUNDER, SUMMER",3566913.00,"1,618",,Public,Recreational,,172735,MRIP
1994,NORTH CAROLINA,"FLOUNDER, SUMMER",947455.00,430,,Public,Recreational,,172735,MRIP
1994,NORTH CAROLINA,"FLOUNDER, SUMMER",3592775.00,"1,630",5852911.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,RHODE ISLAND,"FLOUNDER, SUMMER",402201.00,182,,Public,Recreational,,172735,MRIP
1994,RHODE ISLAND,"FLOUNDER, SUMMER",2648030.00,"1,201",5161102.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,VIRGINIA,"FLOUNDER, SUMMER",3119168.00,"1,415",4208846.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1994,VIRGINIA,"FLOUNDER, SUMMER",1790898.00,812,,Public,Recreational,,172735,MRIP
1993,CONNECTICUT,"FLOUNDER, SUMMER",221704.00,101,383367.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,CONNECTICUT,"FLOUNDER, SUMMER",170435.00,77,,Public,Recreational,,172735,MRIP
1993,DELAWARE,"FLOUNDER, SUMMER",879458.00,399,,Public,Recreational,,172735,MRIP
1993,MAINE,"FLOUNDER, SUMMER",6016.00,3,12630.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,MAINE,"FLOUNDER, SUMMER",2806.00,1,,Public,Recreational,,172735,MRIP
1993,MARYLAND,"FLOUNDER, SUMMER",426511.00,193,,Public,Recreational,,172735,MRIP
1993,MARYLAND,"FLOUNDER, SUMMER",274127.00,124,469167.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,MASSACHUSETTS,"FLOUNDER, SUMMER",423114.00,192,,Public,Recreational,,172735,MRIP
1993,MASSACHUSETTS,"FLOUNDER, SUMMER",954463.00,433,2064498.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,NEW HAMPSHIRE,"FLOUNDER, SUMMER",386.00,0,,Public,Recreational,,172735,MRIP
1993,NEW JERSEY,"FLOUNDER, SUMMER",2462858.00,"1,117",3270941.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,NEW JERSEY,"FLOUNDER, SUMMER",6430821.00,"2,917",,Public,Recreational,,172735,MRIP
1993,NEW YORK,"FLOUNDER, SUMMER",844042.00,383,1629388.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,NEW YORK,"FLOUNDER, SUMMER",2434679.00,"1,104",,Public,Recreational,,172735,MRIP
1993,NORTH CAROLINA,"FLOUNDER, SUMMER",716011.00,325,,Public,Recreational,,172735,MRIP
1993,NORTH CAROLINA,"FLOUNDER, SUMMER",3120901.00,"1,416",3872667.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,RHODE ISLAND,"FLOUNDER, SUMMER",255668.00,116,,Public,Recreational,,172735,MRIP
1993,RHODE ISLAND,"FLOUNDER, SUMMER",1981873.00,899,3611788.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,VIRGINIA,"FLOUNDER, SUMMER",3134335.00,"1,422",4030236.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,VIRGINIA,"FLOUNDER, SUMMER",1990200.00,903,,Public,Recreational,,172735,MRIP
1992,CONNECTICUT,"FLOUNDER, SUMMER",494600.00,224,924902.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,CONNECTICUT,"FLOUNDER, SUMMER",242143.00,110,,Public,Recreational,,172735,MRIP
1992,DELAWARE,"FLOUNDER, SUMMER",638552.00,290,,Public,Recreational,,172735,MRIP
1992,DELAWARE,"FLOUNDER, SUMMER",11900.00,5,15270.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,MAINE,"FLOUNDER, SUMMER",164.00,0,141.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,MARYLAND,"FLOUNDER, SUMMER",899026.00,408,,Public,Recreational,,172735,MRIP
1992,MARYLAND,"FLOUNDER, SUMMER",318944.00,145,440676.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,MASSACHUSETTS,"FLOUNDER, SUMMER",210453.00,95,,Public,Recreational,,172735,MRIP
1992,MASSACHUSETTS,"FLOUNDER, SUMMER",1383283.00,627,2032422.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,NEW HAMPSHIRE,"FLOUNDER, SUMMER",14.00,0,12.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,NEW JERSEY,"FLOUNDER, SUMMER",2870945.00,"1,302",3590299.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,NEW JERSEY,"FLOUNDER, SUMMER",6718509.00,"3,047",,Public,Recreational,,172735,MRIP
1992,NEW YORK,"FLOUNDER, SUMMER",1239488.00,562,2049897.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,NEW YORK,"FLOUNDER, SUMMER",1639268.00,744,,Public,Recreational,,172735,MRIP
1992,NORTH CAROLINA,"FLOUNDER, SUMMER",562860.00,255,,Public,Recreational,,172735,MRIP
1992,NORTH CAROLINA,"FLOUNDER, SUMMER",2613003.00,"1,185",3505193.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,RHODE ISLAND,"FLOUNDER, SUMMER",274970.00,125,,Public,Recreational,,172735,MRIP
1992,RHODE ISLAND,"FLOUNDER, SUMMER",2531506.00,"1,148",4266151.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,VIRGINIA,"FLOUNDER, SUMMER",5171856.00,"2,346",6233090.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1992,VIRGINIA,"FLOUNDER, SUMMER",1482998.00,673,,Public,Recreational,,172735,MRIP
1991,CONNECTICUT,"FLOUNDER, SUMMER",420800.00,191,786896.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,CONNECTICUT,"FLOUNDER, SUMMER",185676.00,84,,Public,Recreational,,172735,MRIP
1991,DELAWARE,"FLOUNDER, SUMMER",283131.00,128,,Public,Recreational,,172735,MRIP
1991,DELAWARE,"FLOUNDER, SUMMER",4100.00,2,6470.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,MAINE,"FLOUNDER, SUMMER",167.00,0,87.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,MARYLAND,"FLOUNDER, SUMMER",713765.00,324,,Public,Recreational,,172735,MRIP
1991,MARYLAND,"FLOUNDER, SUMMER",233678.00,106,302967.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,MASSACHUSETTS,"FLOUNDER, SUMMER",1121811.00,509,1727449.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,MASSACHUSETTS,"FLOUNDER, SUMMER",206298.00,94,,Public,Recreational,,172735,MRIP
1991,NEW HAMPSHIRE,"FLOUNDER, SUMMER",14127.00,6,,Public,Recreational,,172735,MRIP
1991,NEW HAMPSHIRE,"FLOUNDER, SUMMER",87.00,0,92.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,NEW JERSEY,"FLOUNDER, SUMMER",5572653.00,"2,528",,Public,Recreational,,172735,MRIP
1991,NEW JERSEY,"FLOUNDER, SUMMER",2340745.00,"1,062",2942319.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,NEW YORK,"FLOUNDER, SUMMER",731484.00,332,1264989.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,NEW YORK,"FLOUNDER, SUMMER",3741724.00,"1,697",,Public,Recreational,,172735,MRIP
1991,NORTH CAROLINA,"FLOUNDER, SUMMER",622643.00,282,,Public,Recreational,,172735,MRIP
1991,NORTH CAROLINA,"FLOUNDER, SUMMER",3630629.00,"1,647",4456810.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,RHODE ISLAND,"FLOUNDER, SUMMER",131947.00,60,,Public,Recreational,,172735,MRIP
1991,RHODE ISLAND,"FLOUNDER, SUMMER",1672565.00,759,3119950.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,VIRGINIA,"FLOUNDER, SUMMER",3712559.00,"1,684",4490480.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1991,VIRGINIA,"FLOUNDER, SUMMER",1433683.00,650,,Public,Recreational,,172735,MRIP
1990,CONNECTICUT,"FLOUNDER, SUMMER",343223.00,156,858061.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,CONNECTICUT,"FLOUNDER, SUMMER",38852.00,18,,Public,Recreational,,172735,MRIP
1990,DELAWARE,"FLOUNDER, SUMMER",186461.00,85,,Public,Recreational,,172735,MRIP
1990,DELAWARE,"FLOUNDER, SUMMER",2000.00,1,2885.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,MAINE,"FLOUNDER, SUMMER",3035.00,1,1518.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,MARYLAND,"FLOUNDER, SUMMER",334904.00,152,,Public,Recreational,,172735,MRIP
1990,MARYLAND,"FLOUNDER, SUMMER",138594.00,63,228259.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,MASSACHUSETTS,"FLOUNDER, SUMMER",628988.00,285,1408670.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,MASSACHUSETTS,"FLOUNDER, SUMMER",125681.00,57,,Public,Recreational,,172735,MRIP
1990,NEW HAMPSHIRE,"FLOUNDER, SUMMER",57455.00,26,,Public,Recreational,,172735,MRIP
1990,NEW HAMPSHIRE,"FLOUNDER, SUMMER",20.00,0,16.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,NEW JERSEY,"FLOUNDER, SUMMER",3304564.00,"1,499",,Public,Recreational,,172735,MRIP
1990,NEW JERSEY,"FLOUNDER, SUMMER",1458281.00,661,2220545.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,NEW YORK,"FLOUNDER, SUMMER",405031.00,184,808444.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,NEW YORK,"FLOUNDER, SUMMER",1855648.00,842,,Public,Recreational,,172735,MRIP
1990,NORTH CAROLINA,"FLOUNDER, SUMMER",1236384.00,561,,Public,Recreational,,172735,MRIP
1990,NORTH CAROLINA,"FLOUNDER, SUMMER",2829105.00,"1,283",4490873.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,RHODE ISLAND,"FLOUNDER, SUMMER",127216.00,58,,Public,Recreational,,172735,MRIP
1990,RHODE ISLAND,"FLOUNDER, SUMMER",1408347.00,639,3153926.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,VIRGINIA,"FLOUNDER, SUMMER",2146733.00,974,3309186.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1990,VIRGINIA,"FLOUNDER, SUMMER",486675.00,221,,Public,Recreational,,172735,MRIP
1989,CONNECTICUT,"FLOUNDER, SUMMER",513100.00,233,1282667.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,CONNECTICUT,"FLOUNDER, SUMMER",169117.00,77,,Public,Recreational,,172735,MRIP
1989,DELAWARE,"FLOUNDER, SUMMER",189864.00,86,,Public,Recreational,,172735,MRIP
1989,DELAWARE,"FLOUNDER, SUMMER",2900.00,1,4859.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,MAINE,"FLOUNDER, SUMMER",9200.00,4,5343.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,MARYLAND,"FLOUNDER, SUMMER",710811.00,322,,Public,Recreational,,172735,MRIP
1989,MARYLAND,"FLOUNDER, SUMMER",204100.00,93,359299.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,MASSACHUSETTS,"FLOUNDER, SUMMER",84347.00,38,,Public,Recreational,,172735,MRIP
1989,MASSACHUSETTS,"FLOUNDER, SUMMER",1877900.00,852,3668795.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,NEW HAMPSHIRE,"FLOUNDER, SUMMER",4605.00,2,,Public,Recreational,,172735,MRIP
1989,NEW JERSEY,"FLOUNDER, SUMMER",2864900.00,"1,300",4141648.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,NEW JERSEY,"FLOUNDER, SUMMER",1421116.00,645,,Public,Recreational,,172735,MRIP
1989,NEW YORK,"FLOUNDER, SUMMER",1463700.00,664,2589441.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,NEW YORK,"FLOUNDER, SUMMER",1138477.00,516,,Public,Recreational,,172735,MRIP
1989,NORTH CAROLINA,"FLOUNDER, SUMMER",792205.00,359,,Public,Recreational,,172735,MRIP
1989,NORTH CAROLINA,"FLOUNDER, SUMMER",4329403.00,"1,964",5707719.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,RHODE ISLAND,"FLOUNDER, SUMMER",449955.00,204,,Public,Recreational,,172735,MRIP
1989,RHODE ISLAND,"FLOUNDER, SUMMER",3082900.00,"1,398",5308568.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,VIRGINIA,"FLOUNDER, SUMMER",3688900.00,"1,673",5116210.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1989,VIRGINIA,"FLOUNDER, SUMMER",696703.00,316,,Public,Recreational,,172735,MRIP
1988,CONNECTICUT,"FLOUNDER, SUMMER",740900.00,336,1296575.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,CONNECTICUT,"FLOUNDER, SUMMER",278446.00,126,,Public,Recreational,,172735,MRIP
1988,DELAWARE,"FLOUNDER, SUMMER",644961.00,293,,Public,Recreational,,172735,MRIP
1988,DELAWARE,"FLOUNDER, SUMMER",6600.00,3,7120.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,MAINE,"FLOUNDER, SUMMER",4800.00,2,6856.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,MARYLAND,"FLOUNDER, SUMMER",1641191.00,744,,Public,Recreational,,172735,MRIP
1988,MARYLAND,"FLOUNDER, SUMMER",513900.00,233,597136.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,MASSACHUSETTS,"FLOUNDER, SUMMER",649449.00,295,,Public,Recreational,,172735,MRIP
1988,MASSACHUSETTS,"FLOUNDER, SUMMER",2420600.00,"1,098",3643275.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,NEW HAMPSHIRE,"FLOUNDER, SUMMER",9703.00,4,,Public,Recreational,,172735,MRIP
1988,NEW JERSEY,"FLOUNDER, SUMMER",6006400.00,"2,724",7211198.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,NEW JERSEY,"FLOUNDER, SUMMER",8653724.00,"3,925",,Public,Recreational,,172735,MRIP
1988,NEW YORK,"FLOUNDER, SUMMER",3438700.00,"1,560",5878797.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,NEW YORK,"FLOUNDER, SUMMER",4821059.00,"2,187",,Public,Recreational,,172735,MRIP
1988,NORTH CAROLINA,"FLOUNDER, SUMMER",138243.00,63,,Public,Recreational,,172735,MRIP
1988,NORTH CAROLINA,"FLOUNDER, SUMMER",6951749.00,"3,153",7152183.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,RHODE ISLAND,"FLOUNDER, SUMMER",416434.00,189,,Public,Recreational,,172735,MRIP
1988,RHODE ISLAND,"FLOUNDER, SUMMER",4718800.00,"2,140",7005689.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,VIRGINIA,"FLOUNDER, SUMMER",7756300.00,"3,518",8002014.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1988,VIRGINIA,"FLOUNDER, SUMMER",3533934.00,"1,603",,Public,Recreational,,172735,MRIP
1987,CONNECTICUT,"FLOUNDER, SUMMER",609100.00,276,1065925.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,CONNECTICUT,"FLOUNDER, SUMMER",468765.00,213,,Public,Recreational,,172735,MRIP
1987,DELAWARE,"FLOUNDER, SUMMER",192695.00,87,,Public,Recreational,,172735,MRIP
1987,DELAWARE,"FLOUNDER, SUMMER",4100.00,2,5268.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,MAINE,"FLOUNDER, SUMMER",7700.00,3,10046.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,MARYLAND,"FLOUNDER, SUMMER",1910957.00,867,,Public,Recreational,,172735,MRIP
1987,MARYLAND,"FLOUNDER, SUMMER",318900.00,145,347531.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,MASSACHUSETTS,"FLOUNDER, SUMMER",3327400.00,"1,509",5430001.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,MASSACHUSETTS,"FLOUNDER, SUMMER",923705.00,419,,Public,Recreational,,172735,MRIP
1987,NEW HAMPSHIRE,"FLOUNDER, SUMMER",3640.00,2,,Public,Recreational,,172735,MRIP
1987,NEW HAMPSHIRE,"FLOUNDER, SUMMER",300.00,0,323.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,NEW JERSEY,"FLOUNDER, SUMMER",5516345.00,"2,502",,Public,Recreational,,172735,MRIP
1987,NEW JERSEY,"FLOUNDER, SUMMER",4450500.00,"2,019",5715208.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,NEW YORK,"FLOUNDER, SUMMER",2641400.00,"1,198",5080129.00,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1987,NEW YORK,"FLOUNDER, SUMMER",3391067.00,"1,538",,Public,Recreational,,172735,MRIP
